Carmel Bevensee,"
Sleek and fast, a great value overall!
","
This is a sleek and modern laptop!  It barely takes any effort to type. I really like the backlit keyboard as well as the number keypad on the right. There are plenty of ports, HDMI and USB.  The screen appears large for a compact laptop and the resolution is amazing.  I work with a lot of photos and they look absolutely great!  I appreciate the 8 GB of RAM which makes using Photoshop and other programs fast and efficient.  This machine is quick to turn on and seems to last a long time on a battery charge.  It is very lightweight and will be easy to travel with.  I think this is an excellent value!  The only thing I had to get used to is that the power button is in the upper right corner where my delete key was on my old computer, so I've had to relearn the placement of some of the keys.  I highly recommend this computer!
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 19, 2020"
Brandon Cassata,"
Memory was a mystery
","
The specs said 8GB RAM and also specified 2GB Graphics memory.Actual - 4GB in a slot and 4GB soldered. Total 8GB.However, the 2GB for Graphics was taken from the 8GB RAM, leaving a reported 5.95GB for the system to run on.I replaced the 4GB in the slot with a Crucial 16GB DIMM giving 20 GB total.Minus the 2GB that the GPU takes, that leaves 18GB for the system memory.So available system memory is 3 times what I had to begin with (~3x5.95GB) but it was a bit confusing.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 27, 2019"
Brandon Cassata,"
Returned after 2 days of use
","
Received this and after using it for 2 days, was overheating and had to turn on the very loud emergency fan, screen kept blinking black throughout use from day 1, websites like linkedIn were working soo slowly...Not sure what it was but had to return it and very unsatisfied with this.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 12, 2019"
Wade,"
Great device not really a budget computer!
","
I just received my Asus Thinkbook 15 via UPS yesterday and finished setting it up.  It works just fine and it is much faster than my old Lenovo V570 with an old 2.4 GHz processor.  I bought the one with an AMD Ryzen 7, it is a 4.0 GHz processor and with 8 Gb of DDR 4 ram and a 512 SSD.  Although this device does not have an optical drive or an ethernet port, you can purchase an ethernet port separately and connect it via a USB  port on your device.  Once the device is connected via an ethernet port; your internet connection will be much more secure and a bit faster as well.  I am a computer science major and this works very well.  The notebook itself looks very professional in slate gray and it is also very lightweight as well.  The fingerprint scanner is very easy to set up and once you do, you will be able to log into your account with one touch of a finger.  It is much better and more secure than an old fashion password.  DDR 4 ram is twice as fast as DDR 3 ram, therefore 8 GB of DDR 4 ram is the equivalent of 16 GB of DDR 3 ram.  You can purchase a stick of 16 GB of DDR ram and upgrade the memory to 20 GB of DDR 4 ram for about $50.  As I stated previously, this is really not a budget computer at all.  It is also not a delicate device at all, the hard plastic casing is just as durable as a Lenovo laptop or notebook computer.  Too much ram in a computer can cause it to crash, so can a defective stick of memory.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 26, 2020"
Barny,"
Specifically with regards to upgrading the memory -
","
For those wondering if this great little laptop will take 16GB of DDR4 RAM, the answer is it sure will!I just successfully updated mine I bought back in late February with this DD4 module I just received earlier -Corsair Vengeance SODIMM 16GB (1x16GB) DDR4 2400Mhz C16https://www.amazon.com/gp/product/B077S17RPZ/I dual boot mine with Windows 10 and Linux (Pop!_OS 20.04) and in both I have 13.8GB total since 2GB are dedicated to the GPU.BTW there's only 1 RAM memory slot on this board and the one that came with this laptop is 8GB which means all 8GB are on this module NOT soldered on the board like it says in the Asus documentation.Just thought I'd make this helpful info public since I was looking for someone to confirm this before making my purchase but just went for it so you're welcome. :)
",4.6 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 22, 2019"
Avidly-Aware,"
Great quality laptop for the money
","
I bought the Ryzen 5/ 256GB SSD variant. At $479 in Nov of 2020, with a 15'6 screen, backlit keyboard with numeric keypad and this specs, this is a fantastic laptop for the money. The quality of the screen is great and the keyboard pretty comfortable. The sound is also remarkably good, in case you need to watch something through the built-in speakers.I installed Linux straight away, so I can't review its performance under Windows, but on Linux it works definitely great. This configuration means 8 cores, and everything got recognized and was working flawlessly from the start (at least on Arch Linux, you may get different results with more conservative distros). I haven't come around configuring and testing the fingerprint sensor yet though.My usage is mostly browsing, office tasks, watching movies and programming.I am not a gamer, but do play Minecraft with my son from time to time. It does work pretty well, once you reduced the max framerate from the default 160 or so to a more reasonable 30FPS. The video card setup is definitely not good if you plan to play other more graphics intensive video games, but for the ocassional game, this would also do.As other user reported, the looks are also great, surprisingly good at this price range. It does have some Macbook vibes, which is always nice, and definitely not expected at this price.My only negative remarks are that despite the extended keyboard, the insert key requires pressing the Function key, so there is an extra complication if you use the Ctrl+Ins, Shift+Ins for copy and paste. Also, as reported in other comments, out of the 8GB of RAM, 2 are dedicated to the video card, so you actually have 6GB for the system. Wait till you receive it, and open it to check if you have the one with a SODIMM module of 4GB. I did so and ordered an 8GB module for not much, to upgrade it to the max possible total of 12GB of RAM (10GB for the system).All in all, another perfectly rounded laptop by Asus. At this price and specs there is really no other competitor. Very satisfied with my purchase.I don't have time to write many reviews, but this laptop definitely deserved a good one.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 2, 2020"
Roman Soto,"
Save Yourself; Don't Buy
","
Nearly a week after I purchased the ASUS VivoBook 15, I posted a negative review.  My gripes: terrible screen resolution, slow processing, poor sound, the sensitivity of the keyboard, and other issues.  ASUS replied t the effect that they were ""gutted"" by negative reviews, and I took my post down (I hardly ever leave negative reviews, but I guess I should for the Amazon community).  I learned how to deal with this clunky, poorlt manufactured machine.  Today, on nearly the one-month anniversary of my purchase of this device, the screen turns off automatically when not connected to power, and I understand from online searches that this is a recurring problem with ASUS, for which ASUS apparently cannot provide customers assistance with.  Time to get negative (again).  Please save yourself the misery (and money) of purchasing this truly inferior product.  I purchased it to replace an Apple MacBook, because I wanted Windows.  I wish I never had.  I'd like to turn this junk back in to see if I can get warranty on it, but I might be more satisfied throwing the device off a cliff.
",2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 23, 2020"
Felipe,"
There are better options
","
I just received this laptop so I'm just giving my initial thoughts. So the weirdest thing about the Vivobook is that the speakers are on the bottom, so the sound is muffled. The keyboard has a ""soft touch"" in comparison to my HP laptop. Personally I like the sounds of a clacking keyboard. The graphics aren't as crisp as my HP but it's not horrible. The number pad is rather slim, so the home and end prompts have been added to the 7 and 1 key (hopefully I explained that correctly lol). The battery life is alright so far. I've only been using the laptop for roughly an hour and 15 minutes and the battery is at 55%. Essentially this wouldn't be a laptop to travel around with without a charger.  The laptop feels sturdy, not enough to drop on the floor and it is okay but not bendy. Laptop is quiet but how long that'll last when teleworking is to be seen. There isnt a lot of heat either in comparison to my HP. So I'll update as time goes along***UPDATE 7/10***So the laptop is not charging past 79%... Weird. Very possible I'm the only one experiencing this but better let y'all know just in case it comes up again****FOLLOW UP****Sooooo there's a mode on the laptop that can restrict charging to either 80% or 60% 😂. That's weird but I guess it helps the battery. The option can be changed under MyAsus****April 26, 2021****Failed Wifi card and glitching when multiple applications open, so this is not heavy duty work friendly laptop. Fan is constantly running. Fine for light work and light gaming. The monitor isn't strong. Working on a tractor trailer there are bumps on the road and the monitor just flaps around.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 22, 2020"
greg rougeau,"
Fast
","
I’ve only had/used this laptop for a day so far. I do a decent amount of video editing and 3D modeling so if your into that, this review is for you.The battery life on this computer is decent. When you’re using it heavily, for example, video editing and modeling (I use cinema 4d and premiere pro), the battery life is not great. You will get roughly 2-4 hours with this computer without it being plugged in.Color accuracy isn’t great, but it’s not bad.The computer is extremely fast for its price. The fingerprint sensor is a very nice feature. I’m yet to do heavy video editing in premiere but when it opens up, it is quick.I used to use a Toshiba Satellite for 3D modeling. Each frame would take around 1 minute with a lot of detail. Using the exact same scene on this computer, it is now down to 20 seconds a frame. (It seems like a while but it really isn’t)Overall I am loving this laptop. As I said it has only been my first day, but so far so good.I will add onto this more as I continue to use this laptop.Update: Over the past month I’ve used this laptop a bunch. For video editing, it’s pretty good. Premiere Pro 2019 runs very easily on this laptop and can do some pretty hefty editing. After effects 2020 also works great but when you want to play back your video, it doesn’t work. Cinema 4D continues to work great with alright rendering times. If you want to game, I don’t recommend this laptop. Other than Minecraft Windows Edition, not many games will run well.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 30, 2020"
Angel,"
A Very Nice Laptop -- Great Value for the Price
","
I have had this ASUS VivoBook 15 laptop (AMD Quad Core R7-3700U CPU) for about two weeks now, and I am really impressed with it.  I primarily use it for programming C++ and Python, as well  general internet surfing.  The machine has proven to be very quick and responsive.  The SSD drive allows quick startups and shutdowns.  The screen is very nice, with a vivid and sharp display.  I have not experienced any fan noise at all, but have not played any demanding games.  I was a little apprehensive about the 'chiclet' keyboard, but I have found it to be very pleasant and accurate to type on.  My only concern is what seems to be a fairly rapid discharge of the battery.  However since this is my first laptop in quite a few years I really cannot compare this unit's battery discharge rate with any other machines.All in all, I am highly pleased with my new Asus.  The machine is quick and responsive, feels to be substantially built, has a nice display and is lightweight and thin. I will likely add another 4 gigabytes of memory at some point if I use the ASUS for any gaming.  I feel that the ASUS VivoBook 15 is a very good value for the price.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 8, 2020"
Max,"
Excellent choice for online learning
","
Much research went into the purchase of this laptop.  Our son, along with many students throughout the country, has had to start distance learning due to COVID-19. I am pretty up on available computer hardware and components as I have built desktops in the past.  There were certain qualities that I felt were necessary in this purchase and they were as follows:- Laptop, not desktop or mobility reasons- 8GB or more DDR4 RAM- 3.0ghz+ Threaded Quad core CPU or 6-core (non threaded)- Integrated on chip graphics- 240GB+ SSD (NVMe prefered)- ~$500 (technology allowance for district)- Windows 10- Dual band wifi card- Backlit keyboard- Numberpad-15.4"" IPS screenWhy did I choose this, I have gone team red with AMD and the introduction of their Ryzen chips, if it's not Ryzen or Threadripper, I'm not interested in anything red, but when you're talking APU (CPU & GPU) combined, AMD has this market 100%. The last computer I built had a second generation Ryzen APU as a budget build, and that has very similar specs to this laptop.  Combined with 8GB RAM and an SSD I was confident that this would be a laptop that was able to provide my son with a great learning experience for more than a year or two.  It has handled everything that we've thrown at it so far.  It's certainly not set up for gaming, but because of its specs, it could probably handle some low level gaming, but if that's what you're looking for in this price range, I would suggest learning to build a desktop, because there aren't gaming laptops in this price range.  To address preinstalled bloatware, it wasn't terrible, I would normally do a clean Windows install, but didn't bother.  Comes with a 30 day trial of McAfee virus protection, I would suggest renewing it, it's great and for a low price you can protect all your families devices for something like $40 for a year.  So currently, we have 3 cell phones, 2 tablets and 3 computers all protected by their antivirus software for the same low price.
",2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 4, 2020"
John,"
Definitely Worth buying
","
This is definitely worth buying. considering the price range for this Laptop, this Laptop is actually powerful enough to compete with a much higher laptop price range. but of course with that being said, its not much for gaming but it can handle games a low to mid settings (depends on the game).the Boot up time is fast. System response is fast as well. although I would highly recommend you minimize any background Apps you have since the RAM is not a lot. 6GB usable , 2GB for Graphics. however, since its Dual channel, its making up for its shortcomings. I just wish that 1 of the RAM was not soldered and should have been replaceable or upgradable.PLEASE NOTE: if you are planning to upgrade one of the RAM, you can do it but at the cost of losing the 2x4GB dual channel.also, the Storage is upgradable, you can just buy new NVMe SSD or you could buy a microSDXC card.all in all I did a bunch of research and watch a bunch of reviews before I bought this laptop, this is just my opinion and I work as a Lab Software Admin which also handles a lot of hardware and stuff.May you have a good one!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 30, 2021"
Zach & Amber M,"
Pretty slick machine.
","
The dilemma was.... Wife in Nursing school. Thank god it's that and not a computer class. When I told her she needed a laptop, she said well it's only for light school work so just go grab one of those. ""Cheap"" ones. I as a good husband should. Listened. Well not one semester in and i spent a few days reading about laptops until my eyes bled. I landed on this one for a good college laptop at a good price. I shouldnt have to say that I was worried to say the least. The user is a user who does not know what memory or disk space is. Let alone how to keep the laptop running strong. With that said I took the leap. It paid off. What a great laptop. Powerful. Fast, sleek. Great battery. I would recommend.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 2, 2020"
Ralph,"
Best One For The Price
","
- I Bought This One When It Was On Sale , For 465$ , A Great Deal For The Money I Paid- Here’s The Configuration You Pay For , Screen Size 15.6 FHD IPS Type, Graphics Card AMD RX Vega 8 2GB ( You’ve To Know That You’ll Have Only 6GB Usable RAM ) , CPU AMD Ryzen 3500U Quad Core , 8GB Ram ( Upgradable To 12GB RAM , It’s A 2 Sticks Of 4GB RAM , One Of Them Is Onboard , So You’re Only Able To Remove The Other 4GB Stick & Upgrade It With 8GB ) , Hard Drive 256 M2 SSD ( With Extra Slot For Another 2.5 HDD ) , Backlit Keyboard , Fingerprint Sensor For More Security- Performance Wise , It’s NOT An Alienware Laptop , So Keep Your Expectations Realistic- Great Performance For Normal Daily Use & Light Gaming- Quality Is Very Good For The Price , It’s All Plastic Though- Sound Could Be Better- Backlit Is Not That Bright That If You’re Working In Little Light , You Can’t Tell If It’s Has Backlit Light Or Not
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 17, 2020"
Barny,"
A good buy for work
","
I purchased this laptop for work use. I am a RA so I enter data regularly and usually have multiple sites and programs up running at the same time. This laptop seems to be doing the job so far. I’m hppy with my purchase and one of the reasons I choose this laptop was for its quick response time and its living up to my expectations!Downside: I tried running a browser game that I use to play ages ago to test its ability to run games. For it to run smoothly I had to put the game settings between low and mid even when I adjust the Radeon settings to game mode. I was a little disappointed because I hoped I’d be able to play one or two games on this (like skyrim) but can’t say it’s given me hope since it didn’t live up to expectations for the other game. However, I didn’t purchase the laptop as a gaming pc so it’s not like I was misguided.Overall I’m pretty happy with my purchaseWill update later on as a follow-up
",4.6 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 22, 2019"
Avidly-Aware,"
Great Value | Solid Build | Very Happy So Far!
","
This is my first ASUS laptop, and I appreciate that ASUS didn't stuff the hard drive with tons of bloatware. There were a couple of utility apps and McAfee, but that was it! I have had HP's, Dell's, and Lenovo's bogged down with so much crap from the factory, it is pretty slow from the get-go. With that said, I always take the time to reinstall a clean OS and selectively install just the drivers and utility apps I want. Bootup time is less than 10 seconds and my software runs quickly. Screen quality seems very good. I haven't bothered to color calibrate it yet but the colors are vivid, leaning on the cool side, to my eye. I like the keyboard layout as well. So far, I am very happy with it and I am confident about it to start recommending it to my friends and family. If the laptop runs smoothly for a year, I will definitely buy another ASUS laptop in the future.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 2, 2020"
Tia ,"
ASUS Ryzen
","
I will try to touch on things no one else has.. It seems like the mfg is reading these reviews and is correcting what people are complaing aboiut, so unless they changed the description, it's no longer accurate.Such as some people complained about how hard it was to changee from WIN 10 in S mode, so they made it easier, some commernted that it shouldn't be neccesary at all. So when they shipped mine, it came with WIN 10 HOME preinstalled! It doesn't have light-up keys, tthey are opaque, but the underneath of the keyboard lights up! The keys havre about 2mm of distance between keys making it easier to type. it has a keypad to the right but it is set up somewhat dffferently and takes some getting used to. The computer has a clamshell-like opener, ie. no latch. A one handed person could open it. A key on the keyboard turns it on. You just barely have to hit it and it's on. There is no way to tell if the numlok for the keypad is on or not, nothing lights up. The thing that really surprised me was the thinnes of the power cord. It does not say durability to me, though I don't know that. Don't skimp on  memory. I have 8GB.
",2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 4, 2020"
Tia ,"
Great for daily use- especially school
","
I bought this laptop because I was finding myself on campus more rather than back at my apartment, and I wanted to work on schoolwork on a computer that wasn't a terrible library computer. This laptop has been incredibly reliable. The battery isn't terrible, but isn't too impressive. It got me through last semesters class schedule where it would be in constant use between 8AM and 3PM, not requiring the charger until about 5 depending on the workload.For general web browsing, word, and video watching this laptop does a great job. For gaming, not quite as much (which isn't really the intended purpose of this laptop anyway). Less intensive games run just fine, I finished a playthrough of The Elder Scrolls Oblivion purely on this laptop.The port situation is acceptable, the inclusion of an HDMI port is a nice touch, as well as an SSD port. Plugging in a dongle for a wireless mouse leaves you with two open USB ports which is perfectly acceptable for a mobile setup. The keyboard is comfortable, and the back light does its job well, though i have it turned off to save battery throughout the day. The screen is pretty nice, with a wide range of luminosity.I've been incredibly happy with this purchase, and if i could go back and do it again i absolutely would. For the price, this laptop is great.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 1, 2020"
K,"
Perfect Lightweight Laptop for Home, Work or School
","
I purchased this ASUS laptop as a replacement for my dinosaur Toshiba (old-school hard drive, and slow as mud), and could not be happier. I have been using an older solid-state hard drive ASUS laptop at work for several years now, and have been impressed with the performance and speed; so, that prompted me to purchase an ASUS for home and school use. I also wanted something reasonably priced that had the power, speed, and features to handle what I needed for documents, spreadsheets, .pdfs, email, web navigation, etc. This laptop with Windows 10 started up with lightning fast speed, was easy to set up, easy to download software, browsers, and applications, and easy to customize the start window, task bar, desktop, links, etc. I have been using Windows 7 at home and work, and the transition to Windows 10 was nearly seamless (user friendly interface). The navigation to folders in Windows is fast, file transfer from my old laptop was very quick, and opening web pages, creating, opening and editing files (I installed Office on this laptop) is also speedy. The display is a good size (small border), well lit, and very crisp and clear. The back lit keyboard (which can be turned off) is also a nice feature. The sound quality and graphics quality also appear to be quite good. I have not yet used it for videos, but I imagine that will be good too. I do notice that the laptop does heat up on the bottom after some time of use (as some other reviewers noted), but this really is not a drawback for me as I do not sit my laptop on my lap anyway. Overall, I am very happy with my purchase.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 8, 2020"
Daw,"
Super light, super powerful
","
Purchased when tablet started freaking out. Thought about upgrading (building) desktop with new MOBO etc. Compared pricing and decided better off just getting a laptop. After shopping all the brands and comparing configs I landed on this ASUS Vivobook. It covers all my needs and then some. At a much better price. After adding 16GB RAM (20GB total) and 1TB internal HDD (made easy by ASUS and an add-on drive tray kit), I have the laptop I would want if I could build one myself. And still less expensive than other brands with similar configs. The FHD display and 4K HDMI connection give me display options. Looks great when connected to 65"" 4K TV. Keeping cool is no problem with its venting. Although a little distracting when fans ramp up. The MyASUS app is great for fine tuning operation, connection and sharing (files, video and camera) with mobile devices, and battery life beyond what Windows can configure.Tbh, I've been a fan of ASUS since all they did was MOBOs. I've never been a fan of the OTHER processor guys so I've always matched ASUS, AMD and ATI in all my builds and have never had an issue. Now that is all part of the same family, it's harmonious.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 18, 2020"
Noah,"
Zooming Out of the Dark Ages
","
Nothing can make you feel like a relic from the past faster than trying to learn to use these sleek new laptops after having been a ""desktop model only"" nerd for too many years.  My fingers are too clunky, the keys are definitely not where I expected to find them, and the backspace key is my new best friend.  Actually, I never thought I'd cross over to a laptop at all because they were too compressed and I am way to old to want to tackle muscle memory lessons on where to find the keys.I had it in my head that I could breeze through it.  After all it was just a laptop computer and I was computer savvy.  My brother was an IT guy for many years of his life, so I figured most of my issues could be resolved with a simple ""call Bob"".  R-I-G-H-T!!!  Not only had I not upgraded my old computer for many years, I hadn't upgraded the operating system and ... OMG this laptop came with Windows 10.  After about my 5th call to my brother in less than an hour, he very carefully suggested that I might want to purchase a manual on how to use Windows 10.  I think think he also said ""for dummies"", but it was kind of under his breath and garbled.  So, I bought the one for dummies, and another one for senior dummies.  Good thing he lives too far away for me to drive down to see him ... LOLI love this laptop.  As far I know it works great ... my fingers not so much but they're slowly learning how to touch type again.  This one has a nice large screen and the keyboard is very comfortable.  I've always used a mouse, so the finger pad is more annoying than hard to use.  I know I could attach a mouse, but I'm determined to learn how to use it as it is.My old computer system was clunky and took up the better part of a desk surface.  That required me to sit in the back bedroom when I used it and I always felt shut away from everything.  This laptop fits great into a roll-top desk I have in my living room and I'm learning.As you have guessed, this is less of a review of the laptop computer and more about the shortcomings of its clunky old user.  To be absolutely honest, the laptop is great ... it's the user that needs and upgrade.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 20, 2020"
akapoison,"
Lot of bang for your buck!
","
This is another of a long line of quality laptops that Asus offers at a reduced price that will satisfy your pocketbook as well as perform like a champ. This is a non touchscreen model equipped with 8GB of Ram, 256GB SSD drive and the rising star of CPU's the AMD Ryzen 5 quad core. The first laptop I purchased with a Ryzen Cpu did not perform well but I researched the new generation of AMD Cpu's and they all tested favorably compared to the new i5 8th/9th gen Intel Cpus so I wanted to give it another try. Needless to say this laptop did not disappoint. It can handle multiple tasks, you can have mulitple browsers open, email running, your office suite, plus your anti-virus(all resource demanding items) and it functions like a high end i7 quad core cpu. But the most attractive feature was the price! I have to give it 5 stars because for an economical model it basically can out perform higher end models.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 1, 2021"
Rob,"
Can’t lose with an ASUS
","
This is my second laptop from ASUS my first one I have is still working from about four years ago but that ones a ASUS ROG gaming laptop. I have finally found a laptop brand that I like and that’s durable which is why I bought this one. I’ve only had this one for a little over two months and use it for my mobile notary business as I needed something light powerful (for my notary needs) and affordable under $600. So far so good so like that way it looks and operates again I just needed something that I could use to operated my business as I do a lot of online business and need to keep track besides using my phone. The laptop is very light weight and the screen is good I put an anti-glair screen protector on mine and the display is still good even through it. It’s super quiet and the battery I’m impressed with it last between 4-6 hours on average if you’re doing some light work. If you’re looking for an affordable yet still powerful laptop look no further. I don’t have any complaints as of yet but will update if they come up.*I must mention that I’m being given an extended warranty from ASUS for my honest unbiased review of their product.*
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 4, 2021"
Belinda Bright,"
great product
","
great product.  very fast hard disk.  8 gb ram is not that much, but not really noticeable under reasonable load.  the CPU and graphics system is very good.  colors on the screen are really nice.  the motherboard is top quality as is usual with asus.  not a gaming laptop, but who would expect gaming for the price which is very reasonable.  if you are computer savvy, i recommend that you flash the bios with the latest from asus support website and that you do a clean windows 10 install from the windows website using windows bootable USB.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 5, 2020"
Barny,"
They don't make em like this anymore. (I'm serious)
","
Windows 10 home edition? check.Good size ssd and decent ram? Check.Recognizable brand with a pedigree? Check.Processor w/ integrated graphics that will at least ATTEMPT to game? YupThe bloatware is a bit of a nightmare but I don't think that's going away anytime honestly.
",4.6 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 22, 2019"
Avidly-Aware,"
Best bang for your buck!
","
I was in the hunt for compact laptop w/ decent light video editing. After spending long hours watching/reading reviews, I came to a decision on this model. I was looking for a portable PC that can edit videos on the go while i'm not at my desktop. At first, i was hesitant about the AMD processor due to being an INTEL guy all my life. Long story short, this device has impressed me. The Ryzen 5 processor w/ 8 gb ram did the job and with the help of the Vega 8, this laptop prevented any frame skips, etc. while editing. The screen isn't the best for photo editing but it did the job IMO. Boot ups and your everyday tasks are fast and will not disappoint you. I wouldn't recommend this for gaming but in can handle light gaming @ lower res. While editing videos, i did notice a bit of fan noise but no throttling. I think this is definitely a great buy under $500.One thing to keep in mind that the 8gb ram is a dual channel w/ 4gb on board and another 4 gb that's upgradable. I wouldn't recommend upgrading 1 stick as the processor relies on ram sharing and you wouldn't want an uneven amount of RAM.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 2, 2020"
Ben D.,"
Nice laptop, dim screen
","
Unboxed today.  So far, am happy with this and I continue to learn more about this laptop with each hour.Pros (so far):cheap price for the specsgood looking laptop, with nice wide screendecent keyboard feelresponsive and peppyCons (so far):Screen is definitely on the blah / dull side.  Anti-Glare finish is a plus but at the expense of brightness apparently.Hint:  to get around this you can run the Radeon Lite display settings app and bypass the windows brightness.  This allowed me to boost the brignest and other settings to the point where it's basically not an issue anymore, although still not exactly as I like my screen to look.  But I'm nit picky.Tough for a plastic laptop but I wouldn't want to drop thisFor $479, I'm not going to complain too too much.  THis is a very good laptop in general.
",2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 22, 2020"
Myke Nyte,"
Only 4GB of Removable Ram
","
The 8GB of ram in the description is a little bit misleading. It actually only comes with 4gb of removable DDR4 and the other 4gb is non-removable.  This only has one slot so I upgraded to 1x16 DDR4 3200.  As you can imagine this makes a huge difference in performance as I now have 20GB including the non-removable 4gb.The bottom is fairly easy to remove, just be very careful to keep track of the screws. There are several different sizes, so you don’t want to be putting a long screw where a short one goes. You’ll also need a spudger tool and work your way around the casing.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 1, 2020"
Christopher MccAbe,"
This laptop does what you need it to do, great for the bucks
","
It is not a gaming laptop, that is very crucial to understand. However, you can game if you are not super picky. I play Overwatch and its doable, but low 30's to 40 average fps (better SSD might help, maybe), after I upgraded the Ram to 20 (16gb stick)- if you really need to game, I suggest using stadia, then you wont really have many complaints with gaming, thats the best experience you will get out of this..  Colors will not be vibrant with this screen but does well with glare. It has a great CPU for work loads, coding, programming, most browsing. Keyboard is very decent cant complain, love that it is backlit.  It has the Num Pad, can't go wrong with that. I plan to upgrade the SSD, I feel saving up for a really good SSD with maybe 1Tb that has great speeds, along with upgraded ram can really boost the performance (from what it comes with). The bios is basically locked so don't plan to make any changes there. I do now duel boot with linux and linux is always better. but depending on the distro, you will lose some I/O functionality. might have to do some digging for the drivers. Can't go wrong getting a decent Fan-stand for this, depending your task it can help with the temps.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 23, 2020"
Amazon Customer,"
Great for people on the go
","
This little laptop has really proven itself to me. I use it for everything from note-taking to work related projects, constantly having to shut down and boot up multiple times a day. The boot times actually surprised me how fast they were. They are extremely fast, which is why I rate this laptop so highly. The battery tends to last for about 4-8 hours depending on how much strain I put on it. I don't use it for gaming, so if you're wondering about that I have no opinions on it. It is light and because it uses a SSD it is extremely portable. If you are a student that needs a good, strong tool to help you with your classes or an employee that needs some computing power to work with multiple clients throughout the day, I would recommend this laptop for you.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 5, 2021"
Me Currently ,"
Plus and minus, but overall good
","
Firstly, my original order had numerous internal glitches and too many issues to deal with. In the end, after restarting etc, I returned it, which Amazon kindly accepted. I took a chance that I had a ""dud"", which does happen after all, and ordered the same laptop. This replacement has had none of the annoying errors I had to deal with on the first order.It runs great and I am now a happy person. The Ryzen 7 works really well and faster than my previous Ryzen 5. All seems fine after two weeks use. Would recommend for moderate + use. Don't really play games much, but reckon it would handle mid range stuff. Honest review and would recommend under the conditions I have detailed.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 14, 2022"
Rubber_Ducky444,"
Extremely great laptop for mid/light power users
","
Absolutely amazing laptop. I've been looking into getting a laptop for some time. I got this on sale with a bunch if giftcards and got it for pretty cheap. But other than that. This laptop is great for fast multitasking, compiling code and light gaming such as minecraft.This thing starts up in less than 8 or so seconds with windows hello fingerprint enabled. And has great battery for a couple of hours on high brightness. The keyboard rises when you open the screen and has some decent speakers. Charger is really small and easy to carry. And the screen is anti-glare with really small bezels. It stays really cool with minimal fan noise. I would recommend for anyone that wants a midrange laptop
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 27, 2020"
Sonja Southworth,"
Best laptop to buy on Amazon
","
The absolute best buy for a laptop on Amazon the fingerprint reader for quick access is great bronze perfectly Asus for many years has made the boards for many computer companies this combination of an Asus VivoBook with the ryzen 5 processor and graphics card is a powerful combination I am an IT project manager for a large corporation I highly recommend this product you will not be disappointed but please be advised it does not come with a DVD CD-ROM type reader but that should not be any type of deal-breaker
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 8, 2021"
Ronan,"
Good for school use.
","
What I liked about the product is that it has a long lasting battery source and had decent quality and runs quickly for a casual day of just watching youtube videos but for gaming it is the COMPLETE opposite, if i had the choice to I would get a different one. Even with heavy optimizations its not as good as you would think it would be based on the processor. It is not a touch screen.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 30, 2020"
